Index,Composition,Phases present,Hardness (HVN),IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
1296,CoCrMoNbTi,BCC+Laves,,1,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
1297,CoCrMoNbTi0.2,BCC+Laves,,1,0,0,0,0,0,0.238,0.238,0,0,0,0,0,0,0,0,0.238,0,0.238,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0
1298,CoCrMoNbTi0.4,BCC,,0,0,0,0,0,0,0.227,0.227,0,0,0,0,0,0,0,0,0.227,0,0.227,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0
1299,CoCrMoNbTi0.5,BCC+Laves,,1,0,0,0,0,0,0.222,0.222,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0
1300,CrHfNbTiZr,BCC+Laves,,1,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2
1301,CrHfNbTiZr,BCC+Laves,,1,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2
1302,HfNbTiVZr,BCC+Laves,,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
1303,HfNbTiVZr,BCC+Laves,,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
1304,CrTaTi0.17VW,BCC+Laves,715,1,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.041,0.24,0.24,0,0,0
1305,CrTaTi0.3VW,BCC+Laves,780,1,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.07,0.233,0.233,0,0,0
1306,CrTaVW,BCC+Laves,715,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0
1307,Hf0.26NbTaTi0.578Zr0.416,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0.307,0.178,0,0,0,0,0.128
1308,Hf0.5Mo0.5NbSi0.1TiZr,BCC+Sec.,442,1,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0.122,0,0.244,0,0,0,0,0,0.024,0,0,0.244,0,0,0,0,0.244
1309,Hf0.5Mo0.5NbSi0.3TiZr,BCC+Sec.,494,1,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0.116,0,0.233,0,0,0,0,0,0.07,0,0,0.233,0,0,0,0,0.233
1310,Hf0.5Mo0.5NbSi0.5TiZr,BCC+Sec.,524,1,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0.111,0,0.222,0,0,0,0,0,0.111,0,0,0.222,0,0,0,0,0.222
1311,Hf0.5Mo0.5NbSi0.7TiZr,BCC+Sec.,580,1,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0.106,0,0.213,0,0,0,0,0,0.149,0,0,0.213,0,0,0,0,0.213
1312,Hf0.5Mo0.5NbSi0.9TiZr,BCC+Sec.,640,1,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0.102,0,0.204,0,0,0,0,0,0.184,0,0,0.204,0,0,0,0,0.204
1313,Hf0.5Nb0.667Ta0.333TiZr0.833,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0.25
1314,HfMo0.5NbSi0.3TiV0.5,BCC+Sec.,,1,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0.116,0,0.233,0,0,0,0,0,0.07,0,0,0.233,0.116,0,0,0,0
1315,HfMo0.5NbSi0.5TiV0.5,BCC+Sec.,,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0.111,0,0.222,0,0,0,0,0,0.111,0,0,0.222,0.111,0,0,0,0
1316,HfMo0.5NbSi0.7TiV0.5,BCC+Sec.,,1,0,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0.106,0,0.213,0,0,0,0,0,0.149,0,0,0.213,0.106,0,0,0,0
1317,HfMo0.5NbTiV0.5,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0
1318,Hf0.787Nb0.142Ta0.142TiZr0.787,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.35,0,0,0,0,0.275
1319,Al0.25NbTaTiZr,BCC+B2,,1,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0.235,0.235,0,0,0,0,0.235
1320,Al0.5Mo0.5NbTa0.5TiZr,BCC+B2,,1,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.222,0,0,0,0,0,0,0,0.111,0.222,0,0,0,0,0.222
1321,AlMo0.5NbTa0.5TiZr0.5,B2,,1,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.222,0,0,0,0,0,0,0,0.111,0.222,0,0,0,0,0.111
1322,AlNbTa0.5TiZr0.5,B2,,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.125,0.25,0,0,0,0,0.125
1323,HfNbSi0.5TiVZr,BCC+Laves+Sec.,,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0,0.091,0,0,0.182,0.182,0,0,0,0.182
1324,HfNbSi0.5TiVZr,BCC+Laves+Sec.,,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0,0.091,0,0,0.182,0.182,0,0,0,0.182
1325,HfNbTaTiZr,BCC,309,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
1326,Al0.2MoTaTiV,BCC,,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0.238,0.238,0.238,0,0,0,0
1327,Al0.6MoTaTiV,BCC,,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0.217,0.217,0.217,0,0,0,0
1328,AlMoTaTiV,BCC,,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0
1329,MoTaTiV,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0
1330,HfNbTaZr,BCC+HCP,571,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25
1331,HfNbTaZr,BCC,365,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25
1332,HfTa0.4TiZr,BCC+HCP,,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.294,0,0,0,0,0.294
1333,HfTa0.5TiZr,BCC+HCP,,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.286,0,0,0,0,0.286
1334,HfTa0.6TiZr,BCC+HCP,,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.278,0,0,0,0,0.278
1335,HfTaTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
1336,MoNbTaTi0.25W,BCC,478.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0.235,0.059,0,0.235,0,0,0
1337,MoNbTaTi0.5W,BCC,481.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0.222,0.111,0,0.222,0,0,0
1338,MoNbTaTi0.75W,BCC,495.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0.211,0.158,0,0.211,0,0,0
1339,MoNbTaTiW,BCC,507.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0
1340,MoNbTaTiV,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0
1341,MoNbTaTiVW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0.167,0.167,0.167,0,0,0
1342,MoNbTaTiZr,BCC+BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
1343,MoNbTaTiZr,BCC+BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
1344,MoNbTaVW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
1345,NbTaTiVW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0
1346,NbTaVW,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0
1347,Al0.25Cr0.5Nb0.5TiV0.25,BCC+Laves,,1,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0
1348,Al0.25Cr0.5Nb0.5TiV0.25,BCC,,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0
1349,AlCr0.5NbTiV,BCC,,0,0,0.222,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.222,0.222,0,0,0,0
1350,Al0.667CrNb0.667Ti0.667V0.667,BCC+Laves,,1,0,0.182,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0.182,0.182,0,0,0,0
1351,AlCrNbTiV,BCC+Laves,,1,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
1352,Al0.3CoCrFeNi,FCC+B2+Sec.,,1,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
1353,Cr0.5FeMn0.625Ni0.375,FCC+BCC,,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0.25,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0
1354,Al0.05Cr0.5FeMn0.625Ni0.375,FCC+BCC,,0,0,0.02,0,0,0,0,0.196,0,0.392,0,0,0,0,0,0.245,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0
1355,Al0.15Cr0.5FeMn0.625Ni0.375,FCC+BCC,,0,0,0.057,0,0,0,0,0.189,0,0.377,0,0,0,0,0,0.236,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0
1356,Al0.25Cr0.5FeMn0.625Ni0.375,B2+BCC,,1,0,0.091,0,0,0,0,0.182,0,0.364,0,0,0,0,0,0.227,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0
1357,Al0.35Cr0.5FeMn0.625Ni0.375,B2+BCC,,1,0,0.123,0,0,0,0,0.175,0,0.351,0,0,0,0,0,0.219,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0
1358,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1359,Co0.2Cr0.2FeMn0.6,FCC+HCP,,0,0,0,0,0,0,0.1,0.1,0,0.5,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Co0.2Cr0.2FeMn0.6,FCC+HCP,,0,0,0,0,0,0,0.1,0.1,0,0.5,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,Al0.304CoCrFeNi,FCC+B2,,1,0,0.071,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1362,Al0.304CoCrFeNi,FCC+BCC,,0,0,0.071,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1363,Al0.304CoCrFeNi,FCC+BCC,,0,0,0.071,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1364,Al0.304CoCrFeNi,FCC+L12,,1,0,0.071,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1365,Al0.515Cr0.515FeNi,FCC+BCC+B2,,1,0,0.17,0,0,0,0,0.17,0,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
1366,Al0.511Co0.511Cr0.511Fe0.511Ni,L12+B2,,1,0,0.168,0,0,0,0.168,0.168,0,0.168,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0
1367,Al0.465Co0.465Cr0.465Fe0.465Ni,L12+B2,,1,0,0.163,0,0,0,0.163,0.163,0,0.163,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
1368,Al0.451Co0.451Cr0.451Fe0.451Ni,L12+B2,,1,0,0.161,0,0,0,0.161,0.161,0,0.161,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0
1369,Al0.343Co0.514Cr0.514FeNi0.514,BCC+B2,,1,0,0.119,0,0,0,0.178,0.178,0,0.347,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0
1370,CoCr0.429Fe0.571Mo0.286Ni0.571,FCC,,0,0,0,0,0,0,0.35,0.15,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1371,CoCr0.429Fe0.571Mo0.286Ni0.571,FCC+Sec.,,1,0,0,0,0,0,0.35,0.15,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1372,CoCrFeMo0.083Ni,,,0,0,0,0,0,0,0.245,0.245,0,0.245,0,0,0,0,0,0,0.02,0,0,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0
1373,CoCrFeMo0.208Ni,,,0,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0.049,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
1374,CoCrFeMo0.304Ni,FCC+Sec.,,1,0,0,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0.071,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1375,CoCrFeMo0.304Ni,FCC+Sec.,,1,0,0,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0.071,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1376,C0.02CoCrFeMnNi,FCC+Sec.,,1,0,0,0,0.004,0,0.199,0.199,0,0.199,0,0,0,0,0,0.199,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0
1377,Al0.167CoCrFeNiTi0.083,FCC,,0,0,0.039,0,0,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0.02,0,0,0,0,0
1378,Al0.167CoCrFeNiTi0.083,FCC+L12+Sec.,,1,0,0.039,0,0,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0.02,0,0,0,0,0
1379,Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni,,168,0,0,0.08,0,0,0,0.17,0.17,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
1380,Al0.229Co0.486Cr0.4Cu0.229Fe0.486Mo0.003NiTi0.029W0.003,,231,0,0,0.08,0,0,0,0.17,0.14,0.08,0.17,0,0,0,0,0,0,0.001,0,0,0,0.349,0,0,0,0,0,0,0.01,0,0.001,0,0,0
1381,Al0.229Co0.486Cr0.4Cu0.229Fe0.486Mo0.003NiTi0.029W0.003,,178,0,0,0.08,0,0,0,0.17,0.14,0.08,0.17,0,0,0,0,0,0,0.001,0,0,0,0.349,0,0,0,0,0,0,0.01,0,0.001,0,0,0
1382,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,,343,0,0,0.1,0,0,0,0.25,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.06,0,0,0,0,0
1383,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,,341,0,0,0.1,0,0,0,0.25,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.06,0,0,0,0,0
1384,Al0.885CrFeNi,BCC+B2,,1,0,0.228,0,0,0,0,0.257,0,0.257,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0
1385,AlCr0.889Fe0.889Ni0.889,BCC+B2,,1,0,0.273,0,0,0,0,0.242,0,0.242,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0
1386,AlCr0.828Fe0.828Ni0.828,BCC+B2,,1,0,0.287,0,0,0,0,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
1387,AlCr0.767Fe0.767Ni0.767,BCC+B2,,1,0,0.303,0,0,0,0,0.232,0,0.232,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
1388,Al0.5Cr0.5FeNi,BCC+B2,,1,0,0.167,0,0,0,0,0.167,0,0.333,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
1389,Al0.545Cr0.545Fe0.515NiTi0.273,BCC+B2+L12,,1,0,0.189,0,0,0,0,0.189,0,0.179,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0.095,0,0,0,0,0
1390,Al0.545Cr0.545Fe0.515NiTi0.273,BCC+B2+L12,,1,0,0.189,0,0,0,0,0.189,0,0.179,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0.095,0,0,0,0,0
1391,CrFeNiV0.5W,FCC+BCC+Sec.,,1,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0.111,0.222,0,0,0
1392,Al0.515Cr0.515Cu0.515Fe0.515Ni,FCC+BCC+B2,,1,0,0.168,0,0,0,0,0.168,0.168,0.168,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0
1393,CoCrFeMnNiV0.263,FCC+Sec.,,1,0,0,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0.05,0,0,0,0
1394,CoCrFeMnNiV0.765,FCC+Sec.,,1,0,0,0,0,0,0.173,0.173,0,0.173,0,0,0,0,0,0.173,0,0,0,0,0.173,0,0,0,0,0,0,0,0.133,0,0,0,0
1395,Al0.511Co0.511Cr0.511Fe0.511Ni,FCC+B2,,1,0,0.168,0,0,0,0.168,0.168,0,0.168,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0
1396,Al0.465Co0.465Cr0.465Fe0.465Ni,FCC+B2,,1,0,0.163,0,0,0,0.163,0.163,0,0.163,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
1397,Al0.451Co0.451Cr0.451Fe0.451Ni,FCC+B2,,1,0,0.161,0,0,0,0.161,0.161,0,0.161,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0
1398,Al0.108Co0.514Cr0.514Cu0.108Fe0.514Ni,FCC,,0,0,0.039,0,0,0,0.186,0.186,0.039,0.186,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0
1399,Al0.242Co0.515Cr0.515Cu0.242Fe0.515Ni,Other,,1,0,0.08,0,0,0,0.17,0.17,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
1400,Al0.5CoCrCuFeNi,Other,,1,0,0.091,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1401,AlCoCrCuFeNi,BCC+Sec.,,1,0,0.167,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1402,AlCoCrFeNi,BCC+B2+FCC+Sec.,,1,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1403,CoCrFeNiTi0.2,FCC,,0,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0.048,0,0,0,0,0
1404,Al0.1CoCrFeNi,FCC,,0,0,0.024,0,0,0,0.244,0.244,0,0.244,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0
1405,Al0.5Cr0.5Fe0.5Ni,FCC+BCC+B2,,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1406,Al0.429Cr0.476Fe0.476Ni,FCC+BCC+B2,,1,0,0.18,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0
1407,Al0.364Cr0.455Fe0.455Ni,FCC+BCC+B2,,1,0,0.16,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0
1408,Al0.304Cr0.435Fe0.435Ni,FCC+BCC+B2,,1,0,0.14,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0
1409,Al0.25Cr0.417Fe0.417Ni,FCC,,0,0,0.12,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
1410,Al0.476Co0.476Cr0.476Fe0.476Ni,FCC+B2,,1,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
1411,NbTaTiV,BCC,427.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0
1412,Al0.3CoCrFeMnNi,FCC+BCC,511,0,0,0.057,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0.189,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
1413,Al0.5CoCrFeMnNi,FCC+BCC,553,0,0,0.091,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1414,Al0.7CoCrFeMnNi,FCC+BCC,622,0,0,0.123,0,0,0,0.175,0.175,0,0.175,0,0,0,0,0,0.175,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
1415,AlCoCrFeMnNi,FCC+BCC,684,0,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1416,Al0.3CoCrFeNi,FCC,117,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
1417,Al0.6CoCrFeNi,FCC+BCC+B2,228,1,0,0.13,0,0,0,0.217,0.217,0,0.217,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0
1418,Al0.9CoCrFeNi,FCC+BCC+B2,511,1,0,0.184,0,0,0,0.204,0.204,0,0.204,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0
1419,Al0.9CoCrFeNiTi0.5,BCC+B2+Sec.,623,1,0,0.167,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0.093,0,0,0,0,0
1420,CoCrFeMnMo0.042Ni,FCC,,0,0,0,0,0,0,0.198,0.198,0,0.198,0,0,0,0,0,0.198,0.008,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0
1421,CoCrFeMnMo0.087Ni,FCC+Sec.,,1,0,0,0,0,0,0.197,0.197,0,0.197,0,0,0,0,0,0.197,0.017,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0
1422,CoCrFeMnMo0.136Ni,FCC+Sec.,,1,0,0,0,0,0,0.195,0.195,0,0.195,0,0,0,0,0,0.195,0.026,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0
1423,CoCrFeMnMo0.19Ni,FCC+Sec.,,1,0,0,0,0,0,0.193,0.193,0,0.193,0,0,0,0,0,0.193,0.037,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0
1424,AlCoCrNi,BCC+B2,1183,1,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1425,C0.5CoCrFeMnNi,FCC,,0,0,0,0,0.091,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1426,CCoCrFeMnNi,FCC,,0,0,0,0,0.167,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
